"File","Title","DescLen","Canonical","H1","HashHref","InternalBlank","HasKeywords","FaqSchema","ServiceSchema","BreadcrumbSchema","StrangeHead"
"about.html","Tentang Radar Kediri Institute | Profil, Visi Misi & Tim Kediri","196","https://rkinstitute.id/about.html","1","0","0","False","False","False","True","False"
"artikel-lama.html","Akselerasi Karier Digital: RK Institute dan GM Academy Cetak 30 Talenta Kreatif Unggulan di Kediri","207","https://rkinstitute.id/artikel-lama.html","1","0","0","False","False","False","True","False"
"blog.html","Blog RK Institute Kediri | Insight Jurnalistik, Digital Marketing & Public Speaking","150","https://rkinstitute.id/blog.html","1","0","0","False","False","False","True","False"
"event-outbound-mtsn-2-kota-kediri.html","Cara Game Outbound SJT Membentuk Karakter Strategis Siswa MTsN 2 Kediri","0","https://rkinstitute.id/event-outbound-mtsn-2-kota-kediri.html","1","0","0","False","True","True","True","False"
"event-wisuda-sekolah-kampus.html","Event Wisuda Sekolah & Kampus Profesional | Radar Kediri Institute","199","https://rkinstitute.id/event-wisuda-sekolah-kampus.html","1","0","0","False","True","True","True","False"
"event.html","Event & Dokumentasi Kegiatan RK Institute Kediri | Portofolio Program","153","https://rkinstitute.id/event.html","1","0","0","False","False","False","True","False"
"galeri.html","Galeri Kegiatan RK Institute Kediri | Dokumentasi Pelatihan & Event","148","https://rkinstitute.id/galeri.html","1","0","0","False","False","False","True","False"
"gebyar-dies-natalis-milad-sekolah.html","Gebyar Dies Natalis / Milad Sekolah Profesional | Radar Kediri Institute","235","https://rkinstitute.id/gebyar-dies-natalis-milad-sekolah.html","1","0","0","False","True","True","True","False"
"index.html","Pelatihan Jurnalistik, Digital Marketing & Event Organizer Kediri | Radar Kediri Institute","220","https://rkinstitute.id/","1","0","0","False","False","False","False","False"
"jasa-press-release-publikasi.html","Jasa Press Release & Publikasi Media | Radar Kediri Institute","244","https://rkinstitute.id/jasa-press-release-publikasi.html","1","0","0","False","True","True","True","False"
"journalist-kids-experience.html","Journalist Kids Experience untuk PAUD, TK & SD/MI | Radar Kediri Institute","219","https://rkinstitute.id/journalist-kids-experience.html","1","0","0","False","True","True","True","False"
"kelas-inspirasi-character-building.html","Kelas Inspirasi & Character Building untuk Sekolah dan Kampus | Radar Kediri Institute","209","https://rkinstitute.id/kelas-inspirasi-character-building.html","1","0","0","False","True","True","True","False"
"kka.html","Kompetisi Kompetensi Akademik (KKA) untuk Sekolah & Madrasah | Radar Kediri Institute","199","https://rkinstitute.id/kka.html","1","0","0","False","True","True","True","False"
"kolaborasi-smkn-1-kras-radar-kediri-digital-marketing.html","Kolaborasi SMKN 1 Kras dan Radar Kediri: Puluhan Lulusan Vokasi Kuasai Pasar Digital","183","https://rkinstitute.id/kolaborasi-smkn-1-kras-radar-kediri-digital-marketing.html","1","0","0","False","True","False","True","False"
"layanan-desain-grafis-konten-kreator.html","Layanan Desain Grafis & Konten Kreator | Radar Kediri Institute","153","https://rkinstitute.id/layanan-desain-grafis-konten-kreator.html","1","0","0","False","True","False","True","False"
"layanan-event-organizer.html","Event Organizer Profesional Kediri | Radar Kediri Institute","206","https://rkinstitute.id/layanan-event-organizer.html","1","0","0","False","True","True","True","False"
"layanan-pelatihan-coding-ai.html","Pelatihan Coding & AI untuk Pelajar | Radar Kediri Institute","224","https://rkinstitute.id/layanan-pelatihan-coding-ai.html","1","0","0","False","True","False","True","False"
"layanan-pelatihan-digital-marketing.html","Pelatihan Digital Marketing | Radar Kediri Institute","258","https://rkinstitute.id/layanan-pelatihan-digital-marketing.html","1","0","0","False","True","False","True","False"
"ldks-camp.html","LDKS Camp & Leadership Training | Radar Kediri Institute","159","https://rkinstitute.id/ldks-camp.html","1","0","0","False","True","True","True","False"
"outbound-team-building.html","Program Outbound & Team Building | Radar Kediri Institute","208","https://rkinstitute.id/outbound-team-building.html","1","0","0","False","True","True","True","False"
"parenting-program.html","Parenting Program & Character Building | Radar Kediri Institute","170","https://rkinstitute.id/parenting-program.html","1","0","0","False","True","True","True","False"
"pelatihan-desain-grafis.html","Pelatihan Desain Grafis | Radar Kediri Institute","160","https://rkinstitute.id/pelatihan-desain-grafis.html","1","0","0","False","True","False","True","False"
"pelatihan-desain-website-media-sekolah-smk-al-huda-kediri.html","Cara SMK Al Huda Kota Kediri Persiapkan Siswa Kuasai Dunia Digital","241","https://rkinstitute.id/pelatihan-desain-website-media-sekolah-smk-al-huda-kediri.html","1","0","0","False","True","False","True","False"
"pelatihan-digital-marketing-guru-honorer-kediri.html","Pelatihan Digital Marketing Disdik Kediri: Solusi Cerdas Tingkatkan Kesejahteraan Guru Honorer","212","https://rkinstitute.id/pelatihan-digital-marketing-guru-honorer-kediri.html","1","0","0","False","True","False","True","False"
"pelatihan-digital-marketing-kediri-fotografi-produk.html","Pelatihan Digital Marketing Guru Honorer Kediri: Foto Produk Bisa Gandakan Penjualan","195","https://rkinstitute.id/pelatihan-digital-marketing-kediri-fotografi-produk.html","1","0","0","False","True","False","True","False"
"pelatihan-digital-marketing.html","Pelatihan Digital Marketing untuk Sekolah, SMK & Perusahaan | Radar Kediri Institute","172","https://rkinstitute.id/pelatihan-digital-marketing.html","1","0","0","False","True","False","True","False"
"pelatihan-fotografi-jurnalistik.html","Pelatihan Fotografi Jurnalistik | Radar Kediri Institute","173","https://rkinstitute.id/pelatihan-fotografi-jurnalistik.html","1","0","0","False","True","False","True","False"
"pelatihan-jurnalistik-investigasi.html","Pelatihan Jurnalistik Investigasi | Radar Kediri Institute","232","https://rkinstitute.id/pelatihan-jurnalistik-investigasi.html","1","0","0","False","True","False","True","False"
"pelatihan-jurnalistik-public-speaking-mahasiswa-keperawatan-kediri.html","Dari Ruang Kuliah ke Ruang Redaksi: Mahasiswa Keperawatan Kediri Belajar Bicara & Menulis","226","https://rkinstitute.id/pelatihan-jurnalistik-public-speaking-mahasiswa-keperawatan-kediri.html","1","0","0","False","True","False","True","False"
"pelatihan-jurnalistik-public-speaking-siswa-man-3-kediri.html","Membangun Karakter Kritis & Percaya Diri: Suksesnya Pelatihan Jurnalistik dan Public Speaking di MAN 3 Kediri","218","https://rkinstitute.id/pelatihan-jurnalistik-public-speaking-siswa-man-3-kediri.html","1","0","0","False","True","False","True","False"
"pelatihan-literasi-digital.html","Pelatihan Literasi Digital & Keamanan Informasi | Radar Kediri Institute","152","https://rkinstitute.id/pelatihan-literasi-digital.html","1","0","0","False","True","False","True","False"
"pelatihan-mc-dan-moderator.html","Pelatihan MC & Moderator Profesional | Radar Kediri Institute","177","https://rkinstitute.id/pelatihan-mc-dan-moderator.html","1","0","0","False","True","False","True","False"
"pelatihan-public-speaking.html","Pelatihan Public Speaking & Motivasi | Radar Kediri Institute","238","https://rkinstitute.id/pelatihan-public-speaking.html","1","0","0","False","True","False","True","False"
"pelatihan-videografi-jurnalistik.html","Pelatihan Videografi Jurnalistik | Radar Kediri Institute","164","https://rkinstitute.id/pelatihan-videografi-jurnalistik.html","1","0","0","False","True","False","True","False"
"pelatihan-website-coding-ai.html","Pelatihan Website, Coding & AI | Radar Kediri Institute","187","https://rkinstitute.id/pelatihan-website-coding-ai.html","1","0","0","False","True","False","True","False"
"pemilu-osis-demokrasi-pelajar.html","Pemilu OSIS & Demokrasi Pelajar | Radar Kediri Institute","170","https://rkinstitute.id/pemilu-osis-demokrasi-pelajar.html","1","0","0","False","True","True","True","False"
"pengelolaan-media-sekolah.html","Pengelolaan Media Sekolah & Kampus (School Media to Manage) | Radar Kediri Institute","179","https://rkinstitute.id/pengelolaan-media-sekolah.html","1","0","0","False","True","True","True","False"
"politics-government-studies.html","Politics & Government Studies for Students | Radar Kediri Institute","159","https://rkinstitute.id/politics-government-studies.html","1","0","0","False","True","True","True","False"
"portofolio.html","Portofolio RK Institute Kediri | Proyek Pelatihan, Event & Publikasi","145","https://rkinstitute.id/portofolio.html","1","0","0","False","False","False","True","False"
"privacy.html","Kebijakan Privasi Radar Kediri Institute","127","https://rkinstitute.id/privacy.html","1","0","0","False","False","False","True","False"
"program-magang-digital-marketing-jurnalistik-kediri.html","Program Magang Mahasiswa: RK Institute dan GM Academy Cetak 30 Talenta Kreatif Unggulan di Kediri","207","https://rkinstitute.id/program-magang-digital-marketing-jurnalistik-kediri.html","1","0","0","False","False","False","True","False"
"service.html","Layanan Pelatihan RK Institute Kediri | Jurnalistik, Digital Marketing, EO, Coding AI","174","https://rkinstitute.id/service.html","1","0","0","False","False","False","True","False"
"strategi-juara-kka-radar-kediri-kalahkan-ratusan-finalis.html","Strategi Juara KKA Radar Kediri: Kalahkan Ratusan Finalis & Raih Medali","0","https://rkinstitute.id/strategi-juara-kka-radar-kediri-kalahkan-ratusan-finalis.html","1","0","0","False","True","False","True","False"
